chunk_id,chunk_type,source_id,chapter_id,chapter_name,concept_id,concept_name,difficulty,title,content,search_text,doc_id
question::q_cg_002,question,q_cg_002,ch_coordinate_geometry,Coordinate Geometry,c_section_formula,Section Formula,medium,Practice Question: q_cg_002,"Question: Find the point that divides the line segment joining (1, 2) and (7, 8) internally in the ratio 1:2.. Expected final answer: (3, 4). Difficulty: medium. Tags: coordinate_geometry, section_formula, ratio","Practice Question: q_cg_002 Coordinate Geometry Section Formula medium Question: Find the point that divides the line segment joining (1, 2) and (7, 8) internally in the ratio 1:2.. Expected final answer: (3, 4). Difficulty: medium. Tags: coordinate_geometry, section_formula, ratio",question::q_cg_002
question::q_tb_pair_linear_equations_algebraic_002,question,q_tb_pair_linear_equations_algebraic_002,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_algebraic,Algebraic Methods for Pair of Linear Equations,hard,Practice Question: q_tb_pair_linear_equations_algebraic_002,"Question: A test has 20 questions. A correct answer gives 3 marks and a wrong answer deducts 1 mark. If a student attempts all questions and scores 44 marks, how many answers were correct and how many were wrong?. Expected final answer: 16 correct and 4 wrong. Difficulty: hard. Tags: linear_equations, word_problem, algebraic_method, textbook_bootstrap","Practice Question: q_tb_pair_linear_equations_algebraic_002 Pair of Linear Equations in Two Variables Algebraic Methods for Pair of Linear Equations hard Question: A test has 20 questions. A correct answer gives 3 marks and a wrong answer deducts 1 mark. If a student attempts all questions and scores 44 marks, how many answers were correct and how many were wrong?. Expected final answer: 16 correct and 4 wrong. Difficulty: hard. Tags: linear_equations, word_problem, algebraic_method, textbook_bootstrap",question::q_tb_pair_linear_equations_algebraic_002
question::q_tb_pair_linear_equations_algebraic_001,question,q_tb_pair_linear_equations_algebraic_001,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_algebraic,Algebraic Methods for Pair of Linear Equations,medium,Practice Question: q_tb_pair_linear_equations_algebraic_001,"Question: Solve the pair of equations 2x + y = 11 and x - y = 1 by the elimination method.. Expected final answer: x = 4, y = 3. Difficulty: medium. Tags: linear_equations, elimination, textbook_bootstrap","Practice Question: q_tb_pair_linear_equations_algebraic_001 Pair of Linear Equations in Two Variables Algebraic Methods for Pair of Linear Equations medium Question: Solve the pair of equations 2x + y = 11 and x - y = 1 by the elimination method.. Expected final answer: x = 4, y = 3. Difficulty: medium. Tags: linear_equations, elimination, textbook_bootstrap",question::q_tb_pair_linear_equations_algebraic_001
question::q_tb_pair_linear_equations_consistency_001,question,q_tb_pair_linear_equations_consistency_001,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_consistency,Consistency and Number of Solutions,medium,Practice Question: q_tb_pair_linear_equations_consistency_001,"Question: Determine the number of solutions of the pair 2x + 4y - 6 = 0 and x + 2y - 3 = 0.. Expected final answer: Infinitely many solutions. Difficulty: medium. Tags: linear_equations, consistency, textbook_bootstrap","Practice Question: q_tb_pair_linear_equations_consistency_001 Pair of Linear Equations in Two Variables Consistency and Number of Solutions medium Question: Determine the number of solutions of the pair 2x + 4y - 6 = 0 and x + 2y - 3 = 0.. Expected final answer: Infinitely many solutions. Difficulty: medium. Tags: linear_equations, consistency, textbook_bootstrap",question::q_tb_pair_linear_equations_consistency_001
question::q_tb_pair_linear_equations_consistency_002,question,q_tb_pair_linear_equations_consistency_002,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_consistency,Consistency and Number of Solutions,medium,Practice Question: q_tb_pair_linear_equations_consistency_002,"Question: Classify the pair 3x + 2y = 8 and 6x + 4y = 9 as consistent or inconsistent. Also state the number of solutions.. Expected final answer: Inconsistent; no solution. Difficulty: medium. Tags: linear_equations, consistency, parallel_lines, textbook_bootstrap","Practice Question: q_tb_pair_linear_equations_consistency_002 Pair of Linear Equations in Two Variables Consistency and Number of Solutions medium Question: Classify the pair 3x + 2y = 8 and 6x + 4y = 9 as consistent or inconsistent. Also state the number of solutions.. Expected final answer: Inconsistent; no solution. Difficulty: medium. Tags: linear_equations, consistency, parallel_lines, textbook_bootstrap",question::q_tb_pair_linear_equations_consistency_002
question::q_tb_pair_linear_equations_graphical_001,question,q_tb_pair_linear_equations_graphical_001,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_graphical,Graphical Solution of Pair of Linear Equations,easy,Practice Question: q_tb_pair_linear_equations_graphical_001,"Question: Solve the pair of linear equations x + y = 5 and x - y = 1 graphically. State the point of intersection.. Expected final answer: (3, 2). Difficulty: easy. Tags: linear_equations, graphical_method, textbook_bootstrap","Practice Question: q_tb_pair_linear_equations_graphical_001 Pair of Linear Equations in Two Variables Graphical Solution of Pair of Linear Equations easy Question: Solve the pair of linear equations x + y = 5 and x - y = 1 graphically. State the point of intersection.. Expected final answer: (3, 2). Difficulty: easy. Tags: linear_equations, graphical_method, textbook_bootstrap",question::q_tb_pair_linear_equations_graphical_001
question::q_tb_pair_linear_equations_graphical_002,question,q_tb_pair_linear_equations_graphical_002,ch_pair_linear_equations,Pair of Linear Equations in Two Variables,c_pair_linear_equations_graphical,Graphical Solution of Pair of Linear Equations,medium,Practice Question: q_tb_pair_linear_equations_graphical_002,"Question: For the equations 2x + y = 7 and x - y = 2, find the solution and explain what the intersection point represents on the graph.. Expected final answer: (3, 1); it is the common point satisfying both equations.. Difficulty: medium. Tags: linear_equations, graphical_method, intersection_meaning, textbook_bootstrap","Practice Question: q_tb_pair_linear_equations_graphical_002 Pair of Linear Equations in Two Variables Graphical Solution of Pair of Linear Equations medium Question: For the equations 2x + y = 7 and x - y = 2, find the solution and explain what the intersection point represents on the graph.. Expected final answer: (3, 1); it is the common point satisfying both equations.. Difficulty: medium. Tags: linear_equations, graphical_method, intersection_meaning, textbook_bootstrap",question::q_tb_pair_linear_equations_graphical_002
question::q_poly_005,question,q_poly_005,ch_polynomials,Polynomials,c_factorisation_remainder,Factorisation and Remainder Theorem,hard,Practice Question: q_poly_005,"Question: Find the remainder when p(x) = x^3 - 2x^2 + 4x - 5 is divided by x - 3.. Expected final answer: 16. Difficulty: hard. Tags: polynomials, remainder_theorem, evaluation","Practice Question: q_poly_005 Polynomials Factorisation and Remainder Theorem hard Question: Find the remainder when p(x) = x^3 - 2x^2 + 4x - 5 is divided by x - 3.. Expected final answer: 16. Difficulty: hard. Tags: polynomials, remainder_theorem, evaluation",question::q_poly_005
question::q_poly_004,question,q_poly_004,ch_polynomials,Polynomials,c_factorisation_remainder,Factorisation and Remainder Theorem,medium,Practice Question: q_poly_004,"Question: Check whether x - 2 is a factor of p(x) = x^3 - 4x^2 + x + 6. If it is, write one complete factorization.. Expected final answer: Yes; p(x) = (x - 2)(x - 3)(x + 1). Difficulty: medium. Tags: polynomials, factor_theorem, factorization","Practice Question: q_poly_004 Polynomials Factorisation and Remainder Theorem medium Question: Check whether x - 2 is a factor of p(x) = x^3 - 4x^2 + x + 6. If it is, write one complete factorization.. Expected final answer: Yes; p(x) = (x - 2)(x - 3)(x + 1). Difficulty: medium. Tags: polynomials, factor_theorem, factorization",question::q_poly_004
question::q_poly_001,question,q_poly_001,ch_polynomials,Polynomials,c_polynomial_degree_terms,Polynomial Degree and Terms,easy,Practice Question: q_poly_001,"Question: State the degree of the polynomial 5x^4 - 3x + 1 and identify its leading coefficient.. Expected final answer: Degree = 4, leading coefficient = 5. Difficulty: easy. Tags: polynomials, degree, coefficients","Practice Question: q_poly_001 Polynomials Polynomial Degree and Terms easy Question: State the degree of the polynomial 5x^4 - 3x + 1 and identify its leading coefficient.. Expected final answer: Degree = 4, leading coefficient = 5. Difficulty: easy. Tags: polynomials, degree, coefficients",question::q_poly_001
question::q_poly_006,question,q_poly_006,ch_polynomials,Polynomials,c_zero_coeff_relationship,Relationship Between Zeroes and Coefficients,hard,Practice Question: q_poly_006,"Question: Write a monic quadratic polynomial whose sum of zeroes is 7 and product of zeroes is 10.. Expected final answer: x^2 - 7x + 10. Difficulty: hard. Tags: polynomials, coefficients, construction","Practice Question: q_poly_006 Polynomials Relationship Between Zeroes and Coefficients hard Question: Write a monic quadratic polynomial whose sum of zeroes is 7 and product of zeroes is 10.. Expected final answer: x^2 - 7x + 10. Difficulty: hard. Tags: polynomials, coefficients, construction",question::q_poly_006
question::q_poly_003,question,q_poly_003,ch_polynomials,Polynomials,c_zero_coeff_relationship,Relationship Between Zeroes and Coefficients,medium,Practice Question: q_poly_003,"Question: Construct a quadratic polynomial whose zeroes are 2 and -3.. Expected final answer: x^2 + x - 6. Difficulty: medium. Tags: polynomials, roots, construction","Practice Question: q_poly_003 Polynomials Relationship Between Zeroes and Coefficients medium Question: Construct a quadratic polynomial whose zeroes are 2 and -3.. Expected final answer: x^2 + x - 6. Difficulty: medium. Tags: polynomials, roots, construction",question::q_poly_003
question::q_poly_002,question,q_poly_002,ch_polynomials,Polynomials,c_zeroes_of_polynomial,Zeroes of a Polynomial,easy,Practice Question: q_poly_002,"Question: Find the zeroes of x^2 - 5x + 6.. Expected final answer: 2 and 3. Difficulty: easy. Tags: polynomials, zeroes, factorization","Practice Question: q_poly_002 Polynomials Zeroes of a Polynomial easy Question: Find the zeroes of x^2 - 5x + 6.. Expected final answer: 2 and 3. Difficulty: easy. Tags: polynomials, zeroes, factorization",question::q_poly_002
question::q_tb_classical_probability_001,question,q_tb_classical_probability_001,ch_probability,Probability,c_classical_probability,Classical Probability,easy,Practice Question: q_tb_classical_probability_001,"Question: A fair die is thrown once. Find the probability of getting a number greater than 4.. Expected final answer: 1/3. Difficulty: easy. Tags: probability, classical_definition, textbook_bootstrap","Practice Question: q_tb_classical_probability_001 Probability Classical Probability easy Question: A fair die is thrown once. Find the probability of getting a number greater than 4.. Expected final answer: 1/3. Difficulty: easy. Tags: probability, classical_definition, textbook_bootstrap",question::q_tb_classical_probability_001
question::q_tb_classical_probability_002,question,q_tb_classical_probability_002,ch_probability,Probability,c_classical_probability,Classical Probability,easy,Practice Question: q_tb_classical_probability_002,"Question: A card is drawn from a well-shuffled deck of 52 playing cards. Find the probability that the card drawn is a king.. Expected final answer: 1/13. Difficulty: easy. Tags: probability, classical_definition, cards, textbook_bootstrap","Practice Question: q_tb_classical_probability_002 Probability Classical Probability easy Question: A card is drawn from a well-shuffled deck of 52 playing cards. Find the probability that the card drawn is a king.. Expected final answer: 1/13. Difficulty: easy. Tags: probability, classical_definition, cards, textbook_bootstrap",question::q_tb_classical_probability_002
question::q_tb_classical_probability_003,question,q_tb_classical_probability_003,ch_probability,Probability,c_classical_probability,Classical Probability,medium,Practice Question: q_tb_classical_probability_003,"Question: One card is drawn from cards numbered 1 to 20. Find the probability that the number is a multiple of 3 or 5.. Expected final answer: 9/20. Difficulty: medium. Tags: probability, classical_definition, counting, textbook_bootstrap","Practice Question: q_tb_classical_probability_003 Probability Classical Probability medium Question: One card is drawn from cards numbered 1 to 20. Find the probability that the number is a multiple of 3 or 5.. Expected final answer: 9/20. Difficulty: medium. Tags: probability, classical_definition, counting, textbook_bootstrap",question::q_tb_classical_probability_003
question::q_tb_discriminant_nature_roots_001,question,q_tb_discriminant_nature_roots_001,ch_quadratic_equations,Quadratic Equations,c_discriminant_nature_roots,Discriminant and Nature of Roots,medium,Practice Question: q_tb_discriminant_nature_roots_001,"Question: Find the discriminant of 3x^2 - 5x + 2 = 0 and state the nature of its roots.. Expected final answer: Discriminant = 1; roots are two distinct real roots. Difficulty: medium. Tags: quadratic_equations, discriminant, textbook_bootstrap","Practice Question: q_tb_discriminant_nature_roots_001 Quadratic Equations Discriminant and Nature of Roots medium Question: Find the discriminant of 3x^2 - 5x + 2 = 0 and state the nature of its roots.. Expected final answer: Discriminant = 1; roots are two distinct real roots. Difficulty: medium. Tags: quadratic_equations, discriminant, textbook_bootstrap",question::q_tb_discriminant_nature_roots_001
question::q_tb_discriminant_nature_roots_002,question,q_tb_discriminant_nature_roots_002,ch_quadratic_equations,Quadratic Equations,c_discriminant_nature_roots,Discriminant and Nature of Roots,medium,Practice Question: q_tb_discriminant_nature_roots_002,"Question: Without solving the equation, state the nature of roots of 4x^2 + 4x + 1 = 0.. Expected final answer: Real and equal roots. Difficulty: medium. Tags: quadratic_equations, discriminant, nature_of_roots, textbook_bootstrap","Practice Question: q_tb_discriminant_nature_roots_002 Quadratic Equations Discriminant and Nature of Roots medium Question: Without solving the equation, state the nature of roots of 4x^2 + 4x + 1 = 0.. Expected final answer: Real and equal roots. Difficulty: medium. Tags: quadratic_equations, discriminant, nature_of_roots, textbook_bootstrap",question::q_tb_discriminant_nature_roots_002
question::q_tb_quadratic_applications_001,question,q_tb_quadratic_applications_001,ch_quadratic_equations,Quadratic Equations,c_quadratic_applications,Situational Problems on Quadratic Equations,hard,Practice Question: q_tb_quadratic_applications_001,"Question: The product of two consecutive positive integers is 72. Form the quadratic equation and find the integers.. Expected final answer: 8 and 9. Difficulty: hard. Tags: quadratic_equations, word_problem, textbook_bootstrap","Practice Question: q_tb_quadratic_applications_001 Quadratic Equations Situational Problems on Quadratic Equations hard Question: The product of two consecutive positive integers is 72. Form the quadratic equation and find the integers.. Expected final answer: 8 and 9. Difficulty: hard. Tags: quadratic_equations, word_problem, textbook_bootstrap",question::q_tb_quadratic_applications_001
question::q_tb_quadratic_applications_002,question,q_tb_quadratic_applications_002,ch_quadratic_equations,Quadratic Equations,c_quadratic_applications,Situational Problems on Quadratic Equations,hard,Practice Question: q_tb_quadratic_applications_002,"Question: A rectangular garden has area 60 m^2 and its length is 7 m more than its breadth. Find its dimensions.. Expected final answer: Breadth = 5 m, Length = 12 m. Difficulty: hard. Tags: quadratic_equations, word_problem, geometry_application, textbook_bootstrap","Practice Question: q_tb_quadratic_applications_002 Quadratic Equations Situational Problems on Quadratic Equations hard Question: A rectangular garden has area 60 m^2 and its length is 7 m more than its breadth. Find its dimensions.. Expected final answer: Breadth = 5 m, Length = 12 m. Difficulty: hard. Tags: quadratic_equations, word_problem, geometry_application, textbook_bootstrap",question::q_tb_quadratic_applications_002
question::q_tb_quadratic_factorization_001,question,q_tb_quadratic_factorization_001,ch_quadratic_equations,Quadratic Equations,c_quadratic_factorization,Quadratic Equations by Factorization,easy,Practice Question: q_tb_quadratic_factorization_001,"Question: Solve x^2 - 9x + 20 = 0 by factorisation.. Expected final answer: x = 4 or x = 5. Difficulty: easy. Tags: quadratic_equations, factorisation, textbook_bootstrap","Practice Question: q_tb_quadratic_factorization_001 Quadratic Equations Quadratic Equations by Factorization easy Question: Solve x^2 - 9x + 20 = 0 by factorisation.. Expected final answer: x = 4 or x = 5. Difficulty: easy. Tags: quadratic_equations, factorisation, textbook_bootstrap",question::q_tb_quadratic_factorization_001
question::q_tb_quadratic_factorization_002,question,q_tb_quadratic_factorization_002,ch_quadratic_equations,Quadratic Equations,c_quadratic_factorization,Quadratic Equations by Factorization,medium,Practice Question: q_tb_quadratic_factorization_002,"Question: Solve 3x^2 - 13x + 12 = 0 by factorisation.. Expected final answer: x = 3 or x = 4/3. Difficulty: medium. Tags: quadratic_equations, factorisation, middle_term_split, textbook_bootstrap","Practice Question: q_tb_quadratic_factorization_002 Quadratic Equations Quadratic Equations by Factorization medium Question: Solve 3x^2 - 13x + 12 = 0 by factorisation.. Expected final answer: x = 3 or x = 4/3. Difficulty: medium. Tags: quadratic_equations, factorisation, middle_term_split, textbook_bootstrap",question::q_tb_quadratic_factorization_002
question::q_tb_quadratic_formula_002,question,q_tb_quadratic_formula_002,ch_quadratic_equations,Quadratic Equations,c_quadratic_formula,Quadratic Formula,hard,Practice Question: q_tb_quadratic_formula_002,"Question: Solve 6x^2 - x - 2 = 0 using the quadratic formula and simplify the roots.. Expected final answer: x = 2/3 or x = -1/2. Difficulty: hard. Tags: quadratic_equations, quadratic_formula, simplification, textbook_bootstrap","Practice Question: q_tb_quadratic_formula_002 Quadratic Equations Quadratic Formula hard Question: Solve 6x^2 - x - 2 = 0 using the quadratic formula and simplify the roots.. Expected final answer: x = 2/3 or x = -1/2. Difficulty: hard. Tags: quadratic_equations, quadratic_formula, simplification, textbook_bootstrap",question::q_tb_quadratic_formula_002
question::q_tb_quadratic_formula_001,question,q_tb_quadratic_formula_001,ch_quadratic_equations,Quadratic Equations,c_quadratic_formula,Quadratic Formula,medium,Practice Question: q_tb_quadratic_formula_001,"Question: Solve 2x^2 - 7x + 3 = 0 using the quadratic formula.. Expected final answer: x = 3 or x = 1/2. Difficulty: medium. Tags: quadratic_equations, quadratic_formula, textbook_bootstrap","Practice Question: q_tb_quadratic_formula_001 Quadratic Equations Quadratic Formula medium Question: Solve 2x^2 - 7x + 3 = 0 using the quadratic formula.. Expected final answer: x = 3 or x = 1/2. Difficulty: medium. Tags: quadratic_equations, quadratic_formula, textbook_bootstrap",question::q_tb_quadratic_formula_001
question::q_rn_003,question,q_rn_003,ch_real_numbers,Real Numbers,c_decimal_expansions,Decimal Expansions of Rational Numbers,medium,Practice Question: q_rn_003,"Question: Without performing long division, determine whether the decimal expansion of 13/160 is terminating or non-terminating recurring.. Expected final answer: Terminating. Difficulty: medium. Tags: real_numbers, decimals, classification","Practice Question: q_rn_003 Real Numbers Decimal Expansions of Rational Numbers medium Question: Without performing long division, determine whether the decimal expansion of 13/160 is terminating or non-terminating recurring.. Expected final answer: Terminating. Difficulty: medium. Tags: real_numbers, decimals, classification",question::q_rn_003
question::q_rn_001,question,q_rn_001,ch_real_numbers,Real Numbers,c_euclid_division_lemma,Euclid Division Lemma,easy,Practice Question: q_rn_001,"Question: Use Euclid's division lemma to express 455 in the form 42q + r, where 0 <= r < 42. Find q and r.. Expected final answer: q = 10, r = 35. Difficulty: easy. Tags: real_numbers, division_lemma, remainder","Practice Question: q_rn_001 Real Numbers Euclid Division Lemma easy Question: Use Euclid's division lemma to express 455 in the form 42q + r, where 0 <= r < 42. Find q and r.. Expected final answer: q = 10, r = 35. Difficulty: easy. Tags: real_numbers, division_lemma, remainder",question::q_rn_001
question::q_tb_fundamental_theorem_arithmetic_002,question,q_tb_fundamental_theorem_arithmetic_002,ch_real_numbers,Real Numbers,c_fundamental_theorem_arithmetic,Fundamental Theorem of Arithmetic,hard,Practice Question: q_tb_fundamental_theorem_arithmetic_002,"Question: Why does the product of two positive integers have a unique prime factorisation apart from the order of the prime factors?. Expected final answer: Because every composite number can be broken into primes uniquely up to order.. Difficulty: hard. Tags: real_numbers, fundamental_theorem, reasoning, textbook_bootstrap","Practice Question: q_tb_fundamental_theorem_arithmetic_002 Real Numbers Fundamental Theorem of Arithmetic hard Question: Why does the product of two positive integers have a unique prime factorisation apart from the order of the prime factors?. Expected final answer: Because every composite number can be broken into primes uniquely up to order.. Difficulty: hard. Tags: real_numbers, fundamental_theorem, reasoning, textbook_bootstrap",question::q_tb_fundamental_theorem_arithmetic_002
question::q_tb_fundamental_theorem_arithmetic_001,question,q_tb_fundamental_theorem_arithmetic_001,ch_real_numbers,Real Numbers,c_fundamental_theorem_arithmetic,Fundamental Theorem of Arithmetic,medium,Practice Question: q_tb_fundamental_theorem_arithmetic_001,"Question: Use prime factorisation to find the HCF and LCM of 72 and 120.. Expected final answer: HCF = 24, LCM = 360. Difficulty: medium. Tags: real_numbers, prime_factorization, hcf_lcm, textbook_bootstrap","Practice Question: q_tb_fundamental_theorem_arithmetic_001 Real Numbers Fundamental Theorem of Arithmetic medium Question: Use prime factorisation to find the HCF and LCM of 72 and 120.. Expected final answer: HCF = 24, LCM = 360. Difficulty: medium. Tags: real_numbers, prime_factorization, hcf_lcm, textbook_bootstrap",question::q_tb_fundamental_theorem_arithmetic_001
question::q_rn_005,question,q_rn_005,ch_real_numbers,Real Numbers,c_hcf_lcm,HCF and LCM,hard,Practice Question: q_rn_005,"Question: The HCF of 96 and 404 is 4. Use the relationship between HCF and LCM to find the LCM of the two numbers.. Expected final answer: 9696. Difficulty: hard. Tags: real_numbers, lcm, relationship","Practice Question: q_rn_005 Real Numbers HCF and LCM hard Question: The HCF of 96 and 404 is 4. Use the relationship between HCF and LCM to find the LCM of the two numbers.. Expected final answer: 9696. Difficulty: hard. Tags: real_numbers, lcm, relationship",question::q_rn_005
question::q_rn_002,question,q_rn_002,ch_real_numbers,Real Numbers,c_hcf_lcm,HCF and LCM,medium,Practice Question: q_rn_002,"Question: Find the HCF of 867 and 255 using Euclid's algorithm.. Expected final answer: 51. Difficulty: medium. Tags: real_numbers, hcf, euclid_algorithm","Practice Question: q_rn_002 Real Numbers HCF and LCM medium Question: Find the HCF of 867 and 255 using Euclid's algorithm.. Expected final answer: 51. Difficulty: medium. Tags: real_numbers, hcf, euclid_algorithm",question::q_rn_002
question::q_rn_004,question,q_rn_004,ch_real_numbers,Real Numbers,c_irrational_numbers,Irrational Numbers,hard,Practice Question: q_rn_004,"Question: Show that 5 + sqrt(3) is irrational.. Expected final answer: 5 + sqrt(3) is irrational.. Difficulty: hard. Tags: real_numbers, irrational, proof","Practice Question: q_rn_004 Real Numbers Irrational Numbers hard Question: Show that 5 + sqrt(3) is irrational.. Expected final answer: 5 + sqrt(3) is irrational.. Difficulty: hard. Tags: real_numbers, irrational, proof",question::q_rn_004
question::q_tb_grouped_data_mean_001,question,q_tb_grouped_data_mean_001,ch_statistics,Statistics,c_grouped_data_mean,Mean of Grouped Data,easy,Practice Question: q_tb_grouped_data_mean_001,"Question: Find the mean of the grouped data with classes 0-10, 10-20, 20-30 and frequencies 5, 7, 8.. Expected final answer: 16.5. Difficulty: easy. Tags: statistics, grouped_mean, textbook_bootstrap","Practice Question: q_tb_grouped_data_mean_001 Statistics Mean of Grouped Data easy Question: Find the mean of the grouped data with classes 0-10, 10-20, 20-30 and frequencies 5, 7, 8.. Expected final answer: 16.5. Difficulty: easy. Tags: statistics, grouped_mean, textbook_bootstrap",question::q_tb_grouped_data_mean_001
question::q_tb_grouped_data_mean_002,question,q_tb_grouped_data_mean_002,ch_statistics,Statistics,c_grouped_data_mean,Mean of Grouped Data,medium,Practice Question: q_tb_grouped_data_mean_002,"Question: Find the mean of the grouped data: class intervals 10-20, 20-30, 30-40, 40-50 with frequencies 4, 6, 10, 5.. Expected final answer: 31.4. Difficulty: medium. Tags: statistics, grouped_mean, class_mark, textbook_bootstrap","Practice Question: q_tb_grouped_data_mean_002 Statistics Mean of Grouped Data medium Question: Find the mean of the grouped data: class intervals 10-20, 20-30, 30-40, 40-50 with frequencies 4, 6, 10, 5.. Expected final answer: 31.4. Difficulty: medium. Tags: statistics, grouped_mean, class_mark, textbook_bootstrap",question::q_tb_grouped_data_mean_002
question::q_tb_grouped_data_median_mode_001,question,q_tb_grouped_data_median_mode_001,ch_statistics,Statistics,c_grouped_data_median_mode,Median and Mode of Grouped Data,medium,Practice Question: q_tb_grouped_data_median_mode_001,"Question: Find the mode of the grouped data: class intervals 0-10, 10-20, 20-30, 30-40, 40-50 with frequencies 3, 7, 12, 8, 5.. Expected final answer: 25.56 approximately. Difficulty: medium. Tags: statistics, grouped_mode, textbook_bootstrap","Practice Question: q_tb_grouped_data_median_mode_001 Statistics Median and Mode of Grouped Data medium Question: Find the mode of the grouped data: class intervals 0-10, 10-20, 20-30, 30-40, 40-50 with frequencies 3, 7, 12, 8, 5.. Expected final answer: 25.56 approximately. Difficulty: medium. Tags: statistics, grouped_mode, textbook_bootstrap",question::q_tb_grouped_data_median_mode_001
question::q_tb_grouped_data_median_mode_002,question,q_tb_grouped_data_median_mode_002,ch_statistics,Statistics,c_grouped_data_median_mode,Median and Mode of Grouped Data,medium,Practice Question: q_tb_grouped_data_median_mode_002,"Question: Find the median of the grouped data: class intervals 0-10, 10-20, 20-30, 30-40 with frequencies 5, 9, 7, 4.. Expected final answer: 18.33 approximately. Difficulty: medium. Tags: statistics, grouped_median, textbook_bootstrap","Practice Question: q_tb_grouped_data_median_mode_002 Statistics Median and Mode of Grouped Data medium Question: Find the median of the grouped data: class intervals 0-10, 10-20, 20-30, 30-40 with frequencies 5, 9, 7, 4.. Expected final answer: 18.33 approximately. Difficulty: medium. Tags: statistics, grouped_median, textbook_bootstrap",question::q_tb_grouped_data_median_mode_002
question::q_tb_combination_solids_surface_area_002,question,q_tb_combination_solids_surface_area_002,ch_surface_areas_volumes,Surface Areas and Volumes,c_combination_solids_surface_area,Surface Area of Combined Solids,hard,Practice Question: q_tb_combination_solids_surface_area_002,"Question: A solid metallic object is formed by a cone of radius 3 cm and height 4 cm mounted on a hemisphere of radius 3 cm. Find its total external surface area in terms of pi.. Expected final answer: 33pi square cm. Difficulty: hard. Tags: surface_areas_volumes, surface_area, combined_solids, textbook_bootstrap","Practice Question: q_tb_combination_solids_surface_area_002 Surface Areas and Volumes Surface Area of Combined Solids hard Question: A solid metallic object is formed by a cone of radius 3 cm and height 4 cm mounted on a hemisphere of radius 3 cm. Find its total external surface area in terms of pi.. Expected final answer: 33pi square cm. Difficulty: hard. Tags: surface_areas_volumes, surface_area, combined_solids, textbook_bootstrap",question::q_tb_combination_solids_surface_area_002
question::q_tb_combination_solids_surface_area_001,question,q_tb_combination_solids_surface_area_001,ch_surface_areas_volumes,Surface Areas and Volumes,c_combination_solids_surface_area,Surface Area of Combined Solids,medium,Practice Question: q_tb_combination_solids_surface_area_001,"Question: A toy is made by attaching a hemisphere of radius 3 cm on top of a cylinder of the same radius and height 6 cm. Find its external surface area, excluding the base touching the table.. Expected final answer: 54pi square cm. Difficulty: medium. Tags: surface_areas_volumes, surface_area, textbook_bootstrap","Practice Question: q_tb_combination_solids_surface_area_001 Surface Areas and Volumes Surface Area of Combined Solids medium Question: A toy is made by attaching a hemisphere of radius 3 cm on top of a cylinder of the same radius and height 6 cm. Find its external surface area, excluding the base touching the table.. Expected final answer: 54pi square cm. Difficulty: medium. Tags: surface_areas_volumes, surface_area, textbook_bootstrap",question::q_tb_combination_solids_surface_area_001
question::q_tb_combination_solids_volume_002,question,q_tb_combination_solids_volume_002,ch_surface_areas_volumes,Surface Areas and Volumes,c_combination_solids_volume,Volume of Combined Solids,hard,Practice Question: q_tb_combination_solids_volume_002,"Question: A medicine capsule consists of a cylinder of height 14 mm with two hemispherical ends of radius 3 mm. Find its volume in cubic millimetres in terms of pi.. Expected final answer: 162pi cubic mm. Difficulty: hard. Tags: surface_areas_volumes, volume, capsule, textbook_bootstrap","Practice Question: q_tb_combination_solids_volume_002 Surface Areas and Volumes Volume of Combined Solids hard Question: A medicine capsule consists of a cylinder of height 14 mm with two hemispherical ends of radius 3 mm. Find its volume in cubic millimetres in terms of pi.. Expected final answer: 162pi cubic mm. Difficulty: hard. Tags: surface_areas_volumes, volume, capsule, textbook_bootstrap",question::q_tb_combination_solids_volume_002
question::q_tb_combination_solids_volume_001,question,q_tb_combination_solids_volume_001,ch_surface_areas_volumes,Surface Areas and Volumes,c_combination_solids_volume,Volume of Combined Solids,medium,Practice Question: q_tb_combination_solids_volume_001,"Question: A solid is formed by a cylinder of radius 3 cm and height 10 cm with a cone of the same radius and height 4 cm on top. Find its volume.. Expected final answer: 102pi cubic cm. Difficulty: medium. Tags: surface_areas_volumes, volume, textbook_bootstrap","Practice Question: q_tb_combination_solids_volume_001 Surface Areas and Volumes Volume of Combined Solids medium Question: A solid is formed by a cylinder of radius 3 cm and height 10 cm with a cone of the same radius and height 4 cm on top. Find its volume.. Expected final answer: 102pi cubic cm. Difficulty: medium. Tags: surface_areas_volumes, volume, textbook_bootstrap",question::q_tb_combination_solids_volume_001
